Cluster ID,confidence_score,Id,Name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Progmod,canonical_Phone,canonical_Center Director,canonical_Name,canonical_Number per Site EHS,canonical_Address,canonical_Agency,canonical_Column,canonical_IDHS Provider ID,canonical_Fax,canonical_Neighborhood,canonical_Email Address,canonical_Ounce of Prevention Description,canonical_Eearly Head Start Fund,canonical_Program Option,canonical_NAEYC Valid Until,canonical_ECE Available Programs,canonical_Id,canonical_NAEYC Program Id,canonical_Website,canonical_CC fund,canonical_Number per Site HS,canonical_Column2,canonical_Head Start Fund,canonical_Funded Enrollment,canonical_Zip,canonical_Length of Day,canonical_Purple binder service type,canonical_Director,canonical_Executive Director,canonical_Program Name
128,,138,Lutheran Social Services of Illinois - Winthrop Children's Center / LSSI,4848 N Winthrop Ave,,8783210,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,139,Firman Community Services - Firman House East,4910 S Dr. Martin Luther King Dr,,3732083,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,140,Healing Temple - Healing Temple,4941 W Chicago Ave,,2876964,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,141,Appeal for Charities and Goodwill - Appeal for Charities,50 W 71st St,,6515400,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,0.999739,142,Salvation Army - Columbus Park / Salvation Army,500 S Central Ave,,9214162,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'9214162',b'',b'salvation army - columbus park / salvation army',b'',b'500 s central ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'142',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
132,,143,"Douglass-Tubman Youth Ministries,Inc. - Douglass-Tubman Child Development Center",5010 W Chicago Ave,,6266581,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,144,Wayman Day Care Center - Wayman Day Care,511 W Elm St,,9432120,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,145,Albany Park Community Center - Albany Park Head Start Center-Kimball,5121 N Kimball Ave,,5095657,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,146,El Valor - Teddy Bear 5 Pulaski,5160 S Pulaski RD,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,0.999946,147,Trinity United Church of Christ - Trinity United,532 W 95th St,,4883511,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'4883511',b'',b'trinity united church of christ - trinity united',b'',b'532 w 95th st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'147',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
136,,148,Catholic Charities of the Archdiocese of Chicago - Grace Mission,5332 S Western Ave,,4761990,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,149,Firman Community Services - Firman House South,5401 S Wentworth Ave,,4513400,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,150,Onward Neighborhood House - Belmont-Cragin,5423 W Diversey,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,151,Onward Neighborhood House - Tiny Town for Tots,5654 W Division St,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,152,Marcy Newberry Association - St. John Greater Holy Temple,5701 W Midway Park,,9480094,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,153,El Hogar del Nino/Cuidar - Blanca Alatorre,5738 S KENNETH AVE,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,154,"Trinity Resources Unlimited, Inc. - Hope for Youth",5900 W Iowa St,,6260323,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,155,El Valor - Little Learners,5923 W 63rd St,,5815541,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,156,Onward Neighborhood House - Onward Neighborhood House,600 N Leavitt St,,6666726,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,157,"Heartland Alliance for Human Needs & Rights - Heartland Human Care Services, Inc",615 W Wellington Ave,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,158,Centers For New Horizons - Washington Park South Learning Center,6225 S Wabash Ave,,6672065,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,159,Boys and Girls Clubs of Chicago - Yancey,6245 S Wabash Ave,,3634733,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,160,El Valor - Kidz Colony,6287 S Archer Ave,,7678522,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,161,YMCA of Metropolitan Chicago - South Side YMCA,6330 S Stony Island Ave,,9470700,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,162,El Valor - Teddy Bear 3 Pulaski,6401 S Pulaski RD,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,163,Woodlawn A.M.E. Church - Woodlawn A.M.E.,6456 S Evans Ave,,6671402,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,164,Board Trustees-City Colleges of Chicago - Kennedy-King College,6800 S Wentworth Ave,,5533475,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,165,Family Rescue - Ridgeland Head Start,6824 S Ridgeland Ave,,6671073,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,0.999738,166,Trinity United Church of Christ - Dr. Denton J. Brooks Center,6921 S Stony Island Ave,,9552818,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'9552818',b'',b'trinity united church of christ - dr. denton j. brooks center',b'',b'6921 s stony island ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'166',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
76,0.999981,167,Abraham Lincoln Centre - Lincoln - Roseland,7 E 119th St,,2647632,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'2647632',b'',b'abraham lincoln centre - lincoln - roseland',b'',b'7 e 119th st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'167',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
76,0.999981,168,Abraham Lincoln Centre - Lincoln - Roseland,7 E 119th St,,2647632,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'2647632',b'',b'abraham lincoln centre - lincoln - roseland',b'',b'7 e 119th st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'167',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
77,0.999981,169,YMCA of Metropolitan Chicago - Garfield Head Start/Child Developmental Center- YMCA,7 N Homan Ave,,2653900,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'2653900',b'',b'ymca of metropolitan chicago - garfield head start/child developmental center- ymca',b'',b'7 n homan ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'169',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
78,0.998213,170,Christopher House - Christopher House - Rogers Park,7059 N Greenview Ave,,2745477,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'2745477',b'',b'christopher house - christopher house - rogers park',b'',b'7059 n greenview ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'170',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
154,,171,Ada S. McKinley Community Services - Little Hands,7146 S Ashland Ave,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,0.995597,172,Ada S. McKinley Community Services - McKinley - Howard,7222 S Exchange Ave,,2219711,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'2219711',b'',b'ada s. mckinley community services - mckinley - howard',b'',b'7222 s exchange ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'172',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
155,,173,Hull House Association - Orr High School non-cys funded,730 N Pulaski Rd,,8261090,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,174,South Shore United Methodist - South Shore United,7350 S Jeffery Blvd,,3244430,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,175,Chicago Commons Association - Nia Family Center,744 N Monticello Ave,,8266971,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0.976315,176,Howard Area Community Center - Howard Area Community Center,7510 N Ashland Ave,,7647610,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'7647610',b'',b'howard area community center - howard area community center',b'',b'7510 n ashland ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'176',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
158,,177,Chicago Youth Centers - Rebecca K. Crown / CYC,7601 S Phillips Ave,,6481550,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,178,Howard Area Community Center - Howard Area,7638 N Paulina Ave,,3813652,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,179,ChildServ - Englewood,7928 S Ashland Ave,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,180,Ada S. McKinley Community Services - McKinley - Wright Renaissance,7939 S Western Ave,,4768805,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,181,Chicago State University - Tiny Tots Villa,8128 S Dr. Martin Luther King Dr,,4836251,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,182,Henry Booth House - New Pisgah,8130 S Racine Ave,,8735392,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,183,Human Resources Development Institute - Human Resources Development Institute,8151 S Western Ave,,8631145,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,184,South Central Community Services - South Central Community Services,8316 S Ellis Ave,,4830900,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,185,Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave,,7340375,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,0.998546,186,Christopher House - Christopher House - Lakeshore,850 W Eastwood Ave,,2719403,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'2719403',b'',b'christopher house - christopher house - lakeshore',b'',b'850 w eastwood ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'186',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
82,0.471256,187,Henry Booth House - North Kenwood Day Care Center,857 E Pershing Rd,,2682223,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'2682223',b'',b'henry booth house - north kenwood day care center',b'',b'857 e pershing rd',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'187',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
83,0.942176,188,Dorothy Sutton Branch - Dorothy Sutton Branch,8601 S State St,,7234445,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'7234445',b'',b'dorothy sutton branch - dorothy sutton branch',b'',b'8601 s state st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'188',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
167,,189,Catholic Charities of the Archdiocese of Chicago - St. Bronislava,8716 S Colfax Ave,,9337676,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,190,Catholic Charities of the Archdiocese of Chicago - Our Lady of Guadalupe,9129 S Burley Ave,,9785320,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,191,Haymarket Center - Haymarket Center,932 W Washington Blvd,,2267984,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,0.999898552895,192,Centers For New Horizons - Altgeld Gardens I,941 E 132nd Pl,,4683055,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'4683055',b'',b'centers for new horizons - altgeld gardens i',b'',b'941 e 132nd pl',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'192',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
84,0.999898552895,193,Centers For New Horizons - Altgeld Gardens I,941 E 132nd Pl,,4683055,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'4683055',b'',b'centers for new horizons - altgeld gardens i',b'',b'941 e 132nd pl',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'192',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
170,,194,The Woodlawn Organization - T.W.O. Early Child Development,950 E 61ST St,,2885840,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,195,Human Resources Development Institute - Donna Randle,9634 S CHAPPEL AVE,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,0.999981,196,Chicago Youth Centers - Dorothy Gautreaux / CYC,975 E 132nd St,,2911000,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'2911000',b'',b'chicago youth centers - dorothy gautreaux / cyc',b'',b'975 e 132nd st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'196',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
85,0.999981,197,Chicago Youth Centers - Dorothy Gautreaux / CYC,975 E 132nd St,,2911000,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'2911000',b'',b'chicago youth centers - dorothy gautreaux / cyc',b'',b'975 e 132nd st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'196',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
172,,198,Joyner CPC,1315 S. Blue Island,,5347903,,Child Parent Center,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,199,Von Humboldt CPC,1345 N. Rockwell,,5344668,,Child Parent Center,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,0.999980866909,200,Herzl CPC,1401 S. Hamlin,,5341751,,Child Parent Center,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'5341751',b'',b'herzl cpc',b'',b'1401 s. hamlin',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'200',b'',b'',b'',b'',b'',b'',b'',b'',b'3-4 hours',b'',b'',b'',b'child parent center'
86,0.999980866909,201,Herzl CPC,1401 S. Hamlin,,5341751,,Child Parent Center,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'5341751',b'',b'herzl cpc',b'',b'1401 s. hamlin',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'200',b'',b'',b'',b'',b'',b'',b'',b'',b'3-4 hours',b'',b'',b'',b'child parent center'
174,,202,Ferguson CPC,1420 N. Hudson,,5348580,,Child Parent Center,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,203,Parker CPC,328 W. 69Th,,5353853,,Child Parent Center,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,204,Delano CPC,3905 W. Wilcox,,5346450,,Child Parent Center,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,0.999981,205,Hansberry CPC,4055 W. Arthington,,5346931,,Child Parent Center,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'5346931',b'',b'hansberry cpc',b'',b'4055 w. arthington',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'205',b'',b'',b'',b'',b'',b'',b'',b'',b'3-4 hours',b'',b'',b'',b'child parent center'
87,0.999981,206,Hansberry CPC,4055 W. Arthington,,5346931,,Child Parent Center,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'5346931',b'',b'hansberry cpc',b'',b'4055 w. arthington',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'205',b'',b'',b'',b'',b'',b'',b'',b'',b'3-4 hours',b'',b'',b'',b'child parent center'
177,,207,Cole CPC,412 S. Keeler,,5346857,,Child Parent Center,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,208,Woodson South CPC,4511 S. Evans Ave,,5351822,,Child Parent Center,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,209,Overton CPC,4935 S. Indiana,,5351811,,Child Parent Center,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,210,Beasley CPC,5165 S. State St,,5351772,,Child Parent Center,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,211,Dewey CPC,638 W. 54Th Pl.,,5351671,,Child Parent Center,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,0.999981,212,Wheatley CPC,902 E. 133rd Pl,,5355718,,Child Parent Center,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'5355718',b'',b'wheatley cpc',b'',b'902 e. 133rd pl',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'212',b'',b'',b'',b'',b'',b'',b'',b'',b'3-4 hours',b'',b'',b'',b'child parent center'
88,0.999981,213,Wheatley CPC,902 E. 133rd Pl,,5355718,,Child Parent Center,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'5355718',b'',b'wheatley cpc',b'',b'902 e. 133rd pl',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'212',b'',b'',b'',b'',b'',b'',b'',b'',b'3-4 hours',b'',b'',b'',b'child parent center'
182,,214,V & J Day Care Center,1 E. 113th St.,,7853940,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.999446451664,215,Salvation Army Temple,1 N. Ogden,,2262649,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'2262649',b'',b'salvation army - temple / salvation army',b'',b'1 n ogden ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'510',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
1,0.997849941254,216,National Louis University-Dr. Effie O. Ellis Head Start,10 S. Kedzie,,5339011,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'5339011',b'',b'national louis university - dr. effie o. ellis training center',b'',b'10 s kedzie ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'216',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
183,,217,City Colleges Olive-Harvey CDC,10001 S. Woodlawn,,2916315,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,218,Easter Seals - Gilchrist Marchman,1001 W. Roosevelt Rd,,4927402,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,219,Hull House Association Edgewater/Uptown,1020 W. Bryn Mawr,,4695626,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,220,"Montessori Academy and Association, Inc. 2",10232 S. Halsted St.,,2331100,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,0.92906,221,Archdiocese of Chicago - St. Mary of the Lake,1026 W. Buena Ave.,,2810018,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'2810018',b'',b'archdiocese of chicago - st. mary of the lake',b'',b'1026 w. buena ave.',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'221',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b'',b'community partnerships'
187,,222,Small Stride Academy,10317 S. Western,,2390040,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,223,Loyola University Chicago,1052 W. Loyola Ave,,5083440,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,224,Children?s Developmental Institute MP,10928 S. Halsted St.,,9950600,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,225,Catholic Charities - Cordi-Marian,1100 S. May Street,,6663787,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,226,"Montessori Academy and Association, Inc. 1",11025 S. Halsted St.,,4680033,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,227,"Kids Count Too Daycare, Preschool and Kindergarten-Kids Count Too Daycare - Englewo",1106-1108 W. 63rd St.,,4767714,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,228,Thresholds Mothers? Project,1110 W. Belmont,,,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,229,North Kenwood/Oakland Charter,1119 E. 46th St.,,5362399,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.999661207199,230,Bethel New Life Molade CDC,1120 N. Lamon,,6267760,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'6267760',b'',b'bethel new life - molade child development center',b'',b'1120 n lamon ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'17',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b'',b'community partnerships'
195,,231,LEARN Charter School,1132 S. Homan,,8266330,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,232,Lots of Love Preschool Academy,1139 W. 79th St.,,2091989,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.999094188213,233,Ada S. McKinley Roseland,11410 S. Edbrooke,,4681918,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'4681918',b'',b'ada s. mckinley community services - mckinley - roseland',b'',b'11410 s edbrooke ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'233',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
