Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Ounce of Prevention Description,canonical_Fax,canonical_Website,canonical_Center Director,canonical_Head Start Fund,canonical_Number per Site EHS,canonical_Neighborhood,canonical_NAEYC Program Id,canonical_Phone,canonical_Length of Day,canonical_Progmod,canonical_NAEYC Valid Until,canonical_CC fund,canonical_Source,canonical_Id,canonical_Number per Site HS,canonical_Program Name,canonical_Address,canonical_Email Address,canonical_IDHS Provider ID,canonical_Column2,canonical_Purple binder service type,canonical_Director,canonical_Column,canonical_Program Option,canonical_Funded Enrollment,canonical_Agency,canonical_Zip,canonical_Site name,canonical_Eearly Head Start Fund,canonical_ECE Available Programs,canonical_Executive Director
803,0.771602,1767,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE THE WORLD IS YOURS,8026 S COTTAGE GROVE AVE ,60619,,,,,,,,HENRY BOOTH HOUSE,CHATHAM,,,,,,Yes,No,No,,,,,,,,,,,b'',b'',b'no',b'www.henryboothhouse.org',b'',b'',b'',b'',b'',b'',b'no',b'',b'yes',b'chapin_dfss_providers_2011_070212.csv',b'1767',b'',b'',b'8026 s cottage grove ave',b'',b'',b'',b'',b'',b'',b'chatham',b'henry booth house',b'',b'60619',b'henry booth house the world is yours',b'',b'scott perkins',b''
60,0.549649760127,1768,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE WEE CARE NURSERY,1845 E 79TH STREET ,60649,2214442,,,,,,,HENRY BOOTH HOUSE,SOUTH CHICAGO,,,,,Ms. Williams-Morgan,Yes,No,No,,,,,,,,,,,b'',b'',b'no',b'www.henryboothhouse.org',b'',b'',b'near south side',b'',b'7919710',b'half day/full day',b'no',b'ms. tuggle',b'yes',b'cps_early_childhood_portal_scrape.csv',b'71',b'',b'head start',b'2401 s wabash ave',b'',b'',b'',b'',b'',b'',b'roseland',b'henry booth house',b'',b'60628',b'henry booth house - loop',b'ms. tuggle',b'scott perkins',b''
71,0.825882077217,1769,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE WEE WEE CENTER FOR CREATIVE,2434 W 71ST STREET ,60629,4710869,,,,,,,HENRY BOOTH HOUSE,CHICAGO LAWN,,,,,Ms. Duckery,Yes,No,No,,,,,,,,,,,b'',b'',b'no',b'www.henryboothhouse.org',b'',b'',b'',b'',b'4710869',b'',b'no',b'ms. duckery',b'yes',b'chapin_dfss_providers_2011_070212.csv',b'1769',b'',b'',b'2434 w 71st street',b'',b'',b'',b'',b'',b'',b'chicago lawn',b'henry booth house',b'',b'60629',b'henry booth house wee wee center for creative',b'ms. duckery',b'scott perkins',b''
59,0.769316911697,1770,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE WEST AUSTIN,4920 W MADISON ,60644,,,,,,,,HENRY BOOTH HOUSE,AUSTIN,,,,,,Yes,No,No,,,,,,,,,,,b'',b'',b'no',b'www.henryboothhouse.org',b'',b'',b'',b'',b'',b'',b'no',b'',b'yes',b'chapin_dfss_providers_2011_070212.csv',b'1770',b'',b'',b'4920 w madison',b'',b'',b'',b'',b'',b'',b'austin',b'henry booth house',b'',b'60644',b'henry booth house west austin',b'',b'scott perkins',b''
804,0.825882,1771,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE WHIZ KIDS NURSERY 518 W 103 RD ST,518 W 103RD STREET ,60628,2339445,,,,,,,HENRY BOOTH HOUSE,WASHINGTON HEIGHTS,,,,,Ms. Craft,Yes,No,No,,,,,,,,,,,b'',b'',b'no',b'www.henryboothhouse.org',b'',b'',b'',b'',b'2339445',b'',b'no',b'ms. craft',b'yes',b'chapin_dfss_providers_2011_070212.csv',b'1771',b'',b'',b'518 w 103rd street',b'',b'',b'',b'',b'',b'',b'washington heights',b'henry booth house',b'',b'60628',b'henry booth house whiz kids nursery 518 w 103 rd st',b'ms. craft',b'scott perkins',b''
54,0.795756042004,1772,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE YOUNG ACHIEVERS ACADEMY,520 E 79TH STREET ,60619,,,,,,,,HENRY BOOTH HOUSE,GREATER GRAND CROSSING,,,,,,Yes,No,No,,,,,,,,,,,b'',b'',b'no',b'www.henryboothhouse.org',b'',b'',b'',b'',b'',b'',b'no',b'',b'yes',b'chapin_dfss_providers_2011_070212.csv',b'1772',b'',b'',b'520 e 79th street',b'',b'',b'',b'',b'',b'',b'greater grand crossing',b'henry booth house',b'',b'60619',b'henry booth house young achievers academy',b'',b'scott perkins',b''
105,0.588973492384,1773,chapin_dfss_providers_2011_070212.csv,HOME OF LIFE COMMUNITY DEV. CORP. HLCDC DEV. II,4650 W MADISON ,60644,6268655,,,,,,,HOME OF LIFE COMMUNITY DEV. CORP.,AUSTIN,,,,,Dorietta Sceanior,Yes,No,Yes,"2114IT(Child Care IT Center), 7199PS(HS Collaboration with C",,,,,,,,,,b'',b'',b'yes',b'www.homeoflife.org',b'',b'',b'austin',b'',b'6268655',b'half day/full day',b'no',b'diane congress',b'yes',b'cps_early_childhood_portal_scrape.csv',b'1773',b'',b'child care',b'4650 w madison',b'',b'',b'',b'',b'',b'',b'austin',b'home of life community dev. corp.',b'',b'60644',b'home of life ii',b'dorietta sceanior',b'delores sheppard',"b'2114it(child care it center), 7199ps(hs collaboration with c'"
105,0.735699735582,1774,chapin_dfss_providers_2011_070212.csv,HOME OF LIFE COMMUNITY DEV. CORP. HOME OF LIFE JUST FOR YOU,4647 W WASHINGTON ,60644,6268655,,,,,,,HOME OF LIFE COMMUNITY DEV. CORP.,AUSTIN,,,,,Nena Porter Cooper,Yes,No,No,"2114PS(Child Care PS Center), 7199PS(HS Collaboration with C",,,,,,,,,,b'',b'',b'yes',b'www.homeoflife.org',b'',b'',b'austin',b'',b'6268655',b'half day/full day',b'no',b'diane congress',b'yes',b'cps_early_childhood_portal_scrape.csv',b'1773',b'',b'child care',b'4650 w madison',b'',b'',b'',b'',b'',b'',b'austin',b'home of life community dev. corp.',b'',b'60644',b'home of life ii',b'dorietta sceanior',b'delores sheppard',"b'2114it(child care it center), 7199ps(hs collaboration with c'"
244,0.866604596376,1775,chapin_dfss_providers_2011_070212.csv,HOWARD AREA COMMUNITY CENTER HOWARD AREA,7510 N ASHLAND ,60626,2626622,,,,,,,HOWARD AREA COMMUNITY CENTER,ROGERS PARK,,,,,Stephania Koliarakis,Yes,No,Yes,"7071PS(HS Collaboration with Childcare & PreK), 2765PS(Child",,,,,,,,,,b'',b'',b'yes',b'www.howardarea.org',b'',b'',b'',b'',b'2626622',b'',b'no',b'stephania koliarakis',b'yes',b'chapin_dfss_providers_2011_070212.csv',b'1775',b'',b'',b'7510 n ashland',b'',b'',b'child care',b'',b'',b'',b'rogers park',b'howard area community center',b'',b'60626',b'howard area community center howard area',b'stephania koliarakis',b'bruce rasey',"b'7071ps(hs collaboration with childcare & prek), 2765ps(child'"
1128,,1776,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION BOTTLES TO BOOKS LEARNING CENTER,6014 S RACINE ,60621,4345772,,,,,,,HULL HOUSE ASSOCIATION,WEST ENGLEWOOD,,,,,Tamika Daniels,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,0.543145,1777,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-BARBARA DAVIS,1656 N LOTUS ST ,60639,2355342,,,,,,,HULL HOUSE ASSOCIATION,AUSTIN,,,,,Etisha Wofford,No,No,No,"5734IP(EHS Collaboration Enhanced Home IP), 5735IT(Child Car",,,,,,,,,,b'',b'',b'no',b'',b'',b'',b'',b'',b'2355342',b'',b'no',b'',b'no',b'chapin_dfss_providers_2011_070212.csv',b'1777',b'',b'',b'1656 n lotus st',b'',b'',b'',b'',b'',b'',b'austin',b'hull house association',b'',b'60639',b'hull house association fcch-barbara davis',b'etisha wofford',b'',"b'5734ip(ehs collaboration enhanced home ip), 5735it(child car'"
805,0.543145,1778,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-DIANIRA ULIN,1912 N PULASKI AVE ,60639,2355342,,,,,,,HULL HOUSE ASSOCIATION,HERMOSA,,,,,Etisha Wofford,No,Yes,No,"5937IP(EHS Collaboration Enhanced Home IP), 5746IT(Child Car",,,,,,,,,,b'',b'',b'no',b'',b'',b'',b'',b'',b'2355342',b'',b'no',b'',b'no',b'chapin_dfss_providers_2011_070212.csv',b'1777',b'',b'',b'1656 n lotus st',b'',b'',b'',b'',b'',b'',b'austin',b'hull house association',b'',b'60639',b'hull house association fcch-barbara davis',b'etisha wofford',b'',"b'5734ip(ehs collaboration enhanced home ip), 5735it(child car'"
1129,,1779,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-EARLINE HAGGARD,3347 W CARROLL AVE ,60624,8267766,,,,,,,HULL HOUSE ASSOCIATION,EAST GARFIELD PARK,,,,,,No,Yes,No,"6128IP(EHS Collaboration Enhanced Home IP), 6129IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,,1780,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-EDITH COLLINS,5538 W CORTLAND AVE ,60639,2355342,,,,,,,HULL HOUSE ASSOCIATION,AUSTIN,,,,,Etisha Wofford,No,No,No,"5731IP(EHS Collaboration Enhanced Home IP), 5732IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,,1781,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-EMILY JENKINS,1743 N LATROBE ST ,60639,2355342,,,,,,,HULL HOUSE ASSOCIATION,AUSTIN,,,,,Etisha Wofford,No,Yes,No,"5739IP(EHS Collaboration Enhanced Home IP), 5741IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,,1782,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-MONICA PIERCE,1644 S AVERS ST ,60623,2355342,,,,,,,HULL HOUSE ASSOCIATION,NORTH LAWNDALE,,,,,Etisha Wofford,No,Yes,No,"5743IP(EHS Collaboration Enhanced Home IP), 5942IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,,1783,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-ROBIN JAMES,4537 S LECLAIRE ,60639,2355342,,,,,,,HULL HOUSE ASSOCIATION,GARFIELD RIDGE,,,,,Etisha Wofford,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,,1784,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-SHANETTA HOWARD,5255 W JACKSON ,60644,3785120,,,,,,,HULL HOUSE ASSOCIATION,AUSTIN,,,,,,No,No,No,"5912IP(EHS Collaboration Enhanced Home IP), 5913IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,,1785,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-SHARON TRULL-YUSSESS,4222 W WILCOX ST ,60624,7228308,,,,,,,HULL HOUSE ASSOCIATION,WEST GARFIELD PARK,,,,,,No,Yes,No,"5879IP(EHS Collaboration Enhanced Home IP), 5880IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,,1786,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-SHAUNTA COLLINS,1626 N MASON ST ,60623,2355342,,,,,,,HULL HOUSE ASSOCIATION,AUSTIN,,,,,Etisha Wofford,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,0.870556,1787,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-SHELIA LANGHAM,11312 S NORMAL ST ,60628,2355342,,,,,,,HULL HOUSE ASSOCIATION,ROSELAND,,,,,Etisha Wofford,No,Yes,No,"5740IP(EHS Collaboration Enhanced Home IP), 5742IT(Child Car",,,,,,,,,,b'',b'',b'no',b'',b'',b'',b'',b'',b'2355342',b'',b'yes',b'',b'no',b'chapin_dfss_providers_2011_070212.csv',b'1787',b'',b'',b'11312 s normal st',b'',b'',b'',b'',b'',b'',b'roseland',b'hull house association',b'',b'60628',b'hull house association fcch-shelia langham',b'etisha wofford',b'',"b'5740ip(ehs collaboration enhanced home ip), 5742it(child car'"
1137,,1788,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-SHERISSE HOLMES,4119 W 16TH ST ,60623,2355342,,,,,,,HULL HOUSE ASSOCIATION,NORTH LAWNDALE,,,,,Etisha Wofford,No,Yes,No,"5737IP(EHS Collaboration Enhanced Home IP), 5945IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,,1789,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-TAKELYA ELLINGTON,3421 W 12TH ,60623,5424196,,,,,,,HULL HOUSE ASSOCIATION,NORTH LAWNDALE,,,,,,No,Yes,No,"5882IP(EHS Collaboration Enhanced Home IP), 5883IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,,1790,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-TAYNA AYENA,10836 S NORMAL AVE ,60628,8218491,,,,,,,HULL HOUSE ASSOCIATION,ROSELAND,,,,,,No,Yes,No,"6130IP(EHS Collaboration Enhanced Home IP), 6131IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,,1791,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-VERNELL KENNEDY,11515 S THROOP ST ,60643,6609953,,,,,,,HULL HOUSE ASSOCIATION,WEST PULLMAN,,,,,,No,No,Yes,"6132IT(Child Care Home IT), 6132PS(Child Care Home PS), 6132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,0.870556,1792,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-WANDA FIELDER,21 E 101ST PLACE ,60628,5686610,,,,,,,HULL HOUSE ASSOCIATION,ROSELAND,,,,,,No,No,No,"5961PS(HS Collaboration with Childcare Homes), 5961IP(EHS Co",,,,,,,,,,b'',b'',b'no',b'',b'',b'',b'',b'',b'2355342',b'',b'yes',b'',b'no',b'chapin_dfss_providers_2011_070212.csv',b'1787',b'',b'',b'11312 s normal st',b'',b'',b'',b'',b'',b'',b'roseland',b'hull house association',b'',b'60628',b'hull house association fcch-shelia langham',b'etisha wofford',b'',"b'5740ip(ehs collaboration enhanced home ip), 5742it(child car'"
1141,,1793,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION KINGS KIDDIE KINGDOM,815 W 74TH ST ,60621,,,,,,,,HULL HOUSE ASSOCIATION,ENGLEWOOD,,,,,Camille King,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,,1794,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION LECLAIRE-RYDER,4410 S LAPORTE ,60638,7675170,,,,,,,HULL HOUSE ASSOCIATION,GARFIELD RIDGE,,,,,Shirley Mullin,Yes,No,No,7072PS(HS Collaboration with Childcare),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,0.863901764154,1795,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION LINCOLN SQUARE,4754 N LEAVITT ,60625,8789651,,,,,,,HULL HOUSE ASSOCIATION,LINCOLN SQUARE,,,,,Raina  Sajous,Yes,No,No,"7129PS(HS Collaboration with Childcare & PreK), 2709SA(Schoo",,,,,,,,,,b'',b'',b'no',b'',b'',b'',b'',b'',b'8789651',"b'8-11 hours, varies by facility'",b'no',b'',b'yes',b'cps_early_childhood_portal_scrape.csv',b'380',b'',b'community partnerships',b'4754 n leavitt',b'',b'',b'child care',b'',b'',b'',b'lincoln square',b'hull house association',b'',b'60625',b'hull house association lincoln square',b'raina sajous',b'',"b'7129ps(hs collaboration with childcare & prek), 2709sa(schoo'"
1143,,1796,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION ORR INFANT TODDLER PROGRAM,730 N PULASKI RD ,60624,8261090,,,,,,,HULL HOUSE ASSOCIATION,HUMBOLDT PARK,,,,,,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,0.955375313759,1797,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION PARKWAY COMMUNITY CENTER,500 E 67TH STREET ,60637,4931306,,,,,,,HULL HOUSE ASSOCIATION,WOODLAWN,,,,,Carmen Knight,Yes,No,No,"3263PS(HS Collaboration with Childcare & PreK), 2637SA(Schoo",,,,,,,,,,b'',b'',b'no',b'',b'',b'',b'',b'',b'4931306',b'half day/full day',b'no',b'',b'yes',b'cps_early_childhood_portal_scrape.csv',b'1797',b'',b'state pre-kindergarten',b'500 e 67th st',b'',b'',b'',b'',b'',b'',b'woodlawn',b'hull house association',b'',b'60637',b'hull house association - parkway community center / hull house',b'carmen knight',b'',"b'3263ps(hs collaboration with childcare & prek), 2637sa(schoo'"
594,0.976977705956,1798,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION UPTOWN - EAST,1020 W BRYN MAWR ,60660,7695753,,,,,,,HULL HOUSE ASSOCIATION,EDGEWATER,,,,,Martha Abarca,Yes,No,No,7027PS(HS Collaboration with Childcare & PreK),,,,,,,,,,b'',b'',b'no',b'',b'',b'',b'',b'',b'7671516',b'part day/full day',b'no',b'',b'yes',b'cps_early_childhood_portal_scrape.csv',b'1205',b'',b'school age',b'4340 s lamon ave',b'',b'',b'',b'',b'',b'',b'edgewater',b'hull house association',b'',b'60660',b'hull house association - leclaire hearst / hull house association',b'martha abarca',b'',b'7027ps(hs collaboration with childcare & prek)'
1144,,1799,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION UPTOWN COMMUNITY CENTER WEST,4520 N BEACON ,60640,5613500,,,,,,,HULL HOUSE ASSOCIATION,UPTOWN,,,,,Patricia Showers,Yes,No,No,"3409PS(HS Collaboration with Childcare & PreK), 2518SA(Schoo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,0.87435542047,1800,chapin_dfss_providers_2011_070212.csv,KOREAN AMERICAN COMMUNITY SERVICES KOREAN AMERICAN COMMUNITY SERVICES,4300 N CALIFORNIA ,60618,5838281,,,,,,,KOREAN AMERICAN COMMUNITY SERVICES,IRVING PARK,,,,,Hye K. Choi,Yes,No,Yes,"7131PS(HS Collaboration with Childcare & PreK), 2808SA(Schoo",,,,,,,,,,b'585396',b'',b'yes',b'www.kacschicago.org',b'',b'',b'',b'',b'5838281',"b'8-11 hours, varies by facility'",b'no',b'hye k. choi',b'yes',b'cps_early_childhood_portal_scrape.csv',b'3200',b'',b'community partnerships',b'4300 n california',b'04/30/14',b'',b'child care',b'hchoi@kacschicago.org',b'',b'',b'irving park',b'korean american community services',b'',b'60618',b'korean american community services',b'hye k. choi',b'in chul choi',"b'7131ps(hs collaboration with childcare & prek), 2808sa(schoo'"
808,0.803864,1801,chapin_dfss_providers_2011_070212.csv,LUTHERAN SOCIAL SERVICES OF ILLINOIS ARRA HOME BASED INITIATIVE - ROSELAND CHRISTIAN MINISTRIES,10 W 35TH ST 15TH FLOOR ,60616,9494789,,,,,,,LUTHERAN SOCIAL SERVICES OF ILLINOIS,DOUGLAS,,,,,Sophia Coleman,Yes,No,No,,,,,,,,,,,b'',b'',b'no',b'www.lssi.org',b'',b'',b'',b'',b'9494789',b'',b'no',b'',b'yes',b'chapin_dfss_providers_2011_070212.csv',b'1801',b'',b'',b'10 w 35th st 15th floor',b'',b'',b'',b'',b'',b'',b'douglas',b'lutheran social services of illinois',b'',b'60616',b'lutheran social services of illinois arra home based initiative - roseland christian ministries',b'sophia coleman',b'john schnier',b''
290,0.890766561031,1802,chapin_dfss_providers_2011_070212.csv,LUTHERAN SOCIAL SERVICES OF ILLINOIS ENGLEWOOD MESSIAH,1910 W 64TH STREET ,60636,4365110,,,,,,,LUTHERAN SOCIAL SERVICES OF ILLINOIS,WEST ENGLEWOOD,,,,,Delphine Whittlesey,Yes,No,No,,,,,,,,,,,b'',b'',b'no',b'www.lssi.org',b'',b'',b'',b'',b'4365110',b'half day/full day',b'no',b'delphine whittlesey',b'yes',b'dfss_agencysitelies_2012.csv',b'610',b'',b'head start',b'1910 w 64th street',b'',b'',b'',b'',b'',b'',b'west englewood',b'lutheran social services of illinois',b'',b'60636',b'lutheran social services of illinois englewood messiah',b'delphine whittlesey',b'john schnier',b''
29,0.745566357266,1803,chapin_dfss_providers_2011_070212.csv,LUTHERAN SOCIAL SERVICES OF ILLINOIS NORTH AUSTIN HEAD START,1500 N MASON ,60651,2371930,,,,,,,LUTHERAN SOCIAL SERVICES OF ILLINOIS,AUSTIN,,,,,Doris Holden,Yes,No,No,"4115IT(Child Care IT Center), 7015PS(HS Collaboration with C",,,,,,,,,,b'',b'',b'no',b'www.lssi.org',b'',b'',b'',b'',b'2371930',b'half day/full day',b'no',b'doris holden',b'yes',b'cps_early_childhood_portal_scrape.csv',b'52',b'',b'head start',b'1500 n mason',b'',b'',b'',b'',b'',b'',b'austin',b'lutheran social services of illinois',b'',b'60651',b'lutheran social services of illinois rogers park',b'doris holden',b'john schnier',"b'4115it(child care it center), 7015ps(hs collaboration with c'"
29,0.793522666801,1804,chapin_dfss_providers_2011_070212.csv,LUTHERAN SOCIAL SERVICES OF ILLINOIS ROGERS PARK,1754 W DEVON ,60660,6354600,,,,,,,LUTHERAN SOCIAL SERVICES OF ILLINOIS,ROGERS PARK,,,,,Deloris McDowell,Yes,No,No,7134PS(HS Collaboration with Childcare & PreK),,,,,,,,,,b'',b'',b'no',b'www.lssi.org',b'',b'',b'',b'',b'2371930',b'half day/full day',b'no',b'doris holden',b'yes',b'cps_early_childhood_portal_scrape.csv',b'52',b'',b'head start',b'1500 n mason',b'',b'',b'',b'',b'',b'',b'austin',b'lutheran social services of illinois',b'',b'60651',b'lutheran social services of illinois rogers park',b'doris holden',b'john schnier',"b'4115it(child care it center), 7015ps(hs collaboration with c'"
222,0.913739711046,1805,chapin_dfss_providers_2011_070212.csv,LUTHERAN SOCIAL SERVICES OF ILLINOIS TRINIDAD LUTHERAN,2921 W DIVISION ,60622,6354600,,,,,,,LUTHERAN SOCIAL SERVICES OF ILLINOIS,WEST TOWN,,,,,Emilia Espinal,Yes,No,No,,,,,,,,,,,b'',b'',b'no',b'www.lssi.org',b'',b'',b'',b'',b'6354600',"b'8-11 hours, varies by facility'",b'no',b'emilia espinal',b'yes',b'dfss_agencysitelies_2012.csv',b'383',b'',b'community partnerships',b'2921 w. division',b'',b'',b'',b'',b'',b'',b'west town',b'lutheran social services of illinois',b'',b'60622',b'lutheran social services of illinois trinidad lutheran',b'emilia espinal',b'john schnier',b''
223,0.834516942501,1806,chapin_dfss_providers_2011_070212.csv,LUTHERAN SOCIAL SERVICES OF ILLINOIS WINTHROP CHILDREN'S CENTER,4848 N WINTHROP ,60640,8783210,,,,,,,LUTHERAN SOCIAL SERVICES OF ILLINOIS,UPTOWN,,,,,,Yes,No,No,"2664IT(Child Care IT Center), 7133PS(HS Collaboration with C",,,,,,,,,,b'',b'',b'no',b'www.lssi.org',b'',b'',b'',b'',b'8783210',b'',b'no',b'',b'yes',b'chapin_dfss_providers_2011_070212.csv',b'1806',b'',b'',b'4848 n winthrop',b'',b'',b'',b'',b'',b'',b'uptown',b'lutheran social services of illinois',b'',b'60640',"b""lutheran social services of illinois winthrop children's center""",b'',b'john schnier',"b'2664it(child care it center), 7133ps(hs collaboration with c'"
360,0.836877743403,1807,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION AUSTIN TOWN HALL,5610 W LAKE ,60644,2611505,,,,,,,MARCY NEWBERRY ASSOCIATION,AUSTIN,,,,,Marsha Ballenger,Yes,No,No,"7028PS(HS Collaboration with Childcare & PreK), 4155PS(Child",,,,,,,,,,b'',b'',b'no',b'www.marcy-newberry.org',b'',b'',b'',b'',b'2611505',b'half day/full day',b'no',b'marsha ballenger',b'yes',b'cps_early_childhood_portal_scrape.csv',b'2230',b'',b'head start',b'5610 w lake',b'',b'',b'child care',b'',b'',b'',b'austin',b'marcy newberry association',b'',b'60644',b'marcy newberry association - austin town hall',b'marsha ballenger',b'gertrude ricks',"b'7028ps(hs collaboration with childcare & prek), 4155ps(child'"
1145,,1808,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION FCCH-ALICE TWITTY,1054 N KARLOV ST ,60651,2520732,,,,,,,MARCY NEWBERRY ASSOCIATION,HUMBOLDT PARK,,,,,Alice Twitty,No,Yes,No,"5754IP(EHS Collaboration Enhanced Home IP), 5754IT(EHS Enhan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,,1809,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION FCCH-DEBRA BAKER,1728 N AUSTIN AVE ,60639,2376009,,,,,,,MARCY NEWBERRY ASSOCIATION,AUSTIN,,,,,Celia  Wills,No,Yes,No,"6117IP(EHS Collaboration Enhanced Home IP), 6120IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,,1810,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION FCCH-IDERIA HOWARD,1013 N MONITOR AVE ,60644,2612115,,,,,,,MARCY NEWBERRY ASSOCIATION,AUSTIN,,,,,Celia Wills,No,Yes,No,"6119IP(EHS Collaboration Enhanced Home IP), 6122IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,0.780803143978,1811,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION FCCH-JANET THOMAS,1034 N KARLOV ST ,60651,2529401,,,,,,,MARCY NEWBERRY ASSOCIATION,HUMBOLDT PARK,,,,,Janet L. Thomas,No,No,No,"5753IP(EHS Collaboration Enhanced Home IP), 5753IT(EHS Enhan",,,,,,,,,,b'',b'',b'no',b'',b'',b'',b'',b'',b'2529401',b'half day/full day',b'no',b'',b'no',b'cps_early_childhood_portal_scrape.csv',b'782',b'',b'head start',b'1034 n karlov st',b'',b'',b'child care',b'',b'',b'',b'humboldt park',b'marcy newberry association',b'',b'60651',b'marcy newberry association - mosaic',b'janet l. thomas',b'',"b'5753ip(ehs collaboration enhanced home ip), 5753it(ehs enhan'"
1148,,1812,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION FCCH-LASHANDA BAYLOR,1051 N MASSASOIT AVE ,60651,8297555,,,,,,,MARCY NEWBERRY ASSOCIATION,AUSTIN,,,,,Celia Wills,No,Yes,No,"6118IP(EHS Collaboration Enhanced Home IP), 6121IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
