Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Executive Director,canonical_Id,canonical_Phone,canonical_Center Director,canonical_Zip,canonical_IDHS Provider ID,canonical_Agency,canonical_Progmod,canonical_Eearly Head Start Fund,canonical_Director,canonical_CC fund,canonical_Number per Site HS,canonical_Program Name,canonical_Site name,canonical_Website,canonical_ECE Available Programs,canonical_Funded Enrollment,canonical_Column,canonical_Number per Site EHS,canonical_Email Address,canonical_NAEYC Valid Until,canonical_Purple binder service type,canonical_Ounce of Prevention Description,canonical_Program Option,canonical_Head Start Fund,canonical_Column2,canonical_Fax,canonical_Length of Day,canonical_Source,canonical_Neighborhood,canonical_Address,canonical_NAEYC Program Id
1252,,1715,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER FCCH-MARIA GONZALEZ,5753 S MOZART AVE ,60629,4714975,,,,,,,GADS HILL CENTER,GAGE PARK,,,,,,No,Yes,No,"5979IP(EHS Collaboration Enhanced Home IP), 5979IT(EHS Enhan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,,1716,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER FCCH-MARIA PADRON,3754 W 55TH ST ,60632,8388760,,,,,,,GADS HILL CENTER,WEST ELSDON,,,,,,No,Yes,No,"5980IP(EHS Collaboration Enhanced Home IP), 5980IT(EHS Enhan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,,1717,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER FCCH-SARA ORTEGA SITE,6110 S MOZART ,60629,2511196,,,,,,,GADS HILL CENTER,CHICAGO LAWN,,,,,Celina Orozco,No,No,No,"5707IP(EHS Collaboration Enhanced Home IP), 5713IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,0.940430492163,1718,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER GH CULLERTON LOCATION,1919 W CULLERTON ,60608,,,,,,,,GADS HILL CENTER,LOWER WEST SIDE,,,,,Mr. Montes de Oca,No,Yes,Yes,2651SA(School Age (SA)),,,,,,,,,,b'2651sa(school age (sa))',b'1178',b'2260963',b'www.gadshillcenter.org',b'60608',b'',b'',b'yes',b'mr. montes de oca',b'',b'no',b'',b'school age',b'gads hill center gh cullerton location',b'yes',b'barbara castellan',b'gads hill center',b'',b'',b'',b'mr. montes de oca',b'',b'',b'lower west side',b'',b'',b'',b'part day/full day',b'dfss_agencysitelies_2012.csv',b'',b'1919 w cullerton',b''
333,0.944364771247,1719,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER GH SINAI COMMUNITY OGDEN,2653 W OGDEN ,60608,5211196,,,,,,,GADS HILL CENTER,NORTH LAWNDALE,,,,,Rick Baldwin,Yes,No,Yes,4289SA(School Age (SA)),,,,,,,,,,b'4289sa(school age (sa))',b'2517',b'5211196',b'www.gadshillcenter.org',b'60608',b'',b'',b'no',b'rick baldwin',b'',b'yes',b'',b'community partnerships',b'gads hill child care',b'yes',b'cp',b'gads hill center',b'',b'',b'',b'rick baldwin',b'',b'',b'north lawndale',b'',b'',b'',"b'8-11 hours, varies by facility'",b'ece chicago find a school scrape.csv',b'north lawndale',b'2653 w. ogden',b''
823,0.934514,1720,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER HUNT'S EARLY CHILDHOOD EDUCATIONAL ACADEMY,2701 W 79TH ST ,60652,8638260,,,,,,,GADS HILL CENTER,ASHBURN,,,,,Sallie Hunt,Yes,No,No,,,,,,,,,,,b'',b'1720',b'8638260',b'www.gadshillcenter.org',b'60652',b'',b'',b'no',b'sallie hunt',b'',b'yes',b'',b'',"b""gads hill center hunt's early childhood educational academy""",b'no',b'barbara castellan',b'gads hill center',b'',b'',b'',b'sallie hunt',b'',b'',b'ashburn',b'',b'',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'2701 w 79th st',b''
824,0.934514,1721,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER KOVE LEARNING ACADEMY,3137 W 71ST ST ,60629,4763083,,,,,,,GADS HILL CENTER,CHICAGO LAWN,,,,,Olivia Hargon,Yes,No,No,,,,,,,,,,,b'',b'1721',b'4763083',b'www.gadshillcenter.org',b'60629',b'',b'',b'no',b'olivia hargon',b'',b'yes',b'',b'',b'gads hill center kove learning academy',b'no',b'barbara castellan',b'gads hill center',b'',b'',b'',b'olivia hargon',b'',b'',b'chicago lawn',b'',b'',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'3137 w 71st st',b''
825,0.934514,1722,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER M & E DAYCARE - 79TH STREET DAY CARE,3728 W 79TH ST ,60652,5857979,,,,,,,GADS HILL CENTER,ASHBURN,,,,,Lisa Pearson,Yes,No,No,,,,,,,,,,,b'',b'1722',b'5857979',b'www.gadshillcenter.org',b'60652',b'',b'',b'no',b'lisa pearson',b'',b'yes',b'',b'',b'gads hill center m & e daycare - 79th street day care',b'no',b'barbara castellan',b'gads hill center',b'',b'',b'',b'lisa pearson',b'',b'',b'ashburn',b'',b'',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'3728 w 79th st',b''
826,0.934002,1723,chapin_dfss_providers_2011_070212.csv,HAYMARKET CENTER HAYMARKET CENTER,120 N SANGAMON ,60607,2267984,,,,,,,HAYMARKET CENTER,NEAR WEST SIDE,,,,,Bakahia Madison,No,Yes,No,,,,,,,,,,,b'',b'1723',b'2267984',b'www.hcenter.org',b'60607',b'',b'',b'yes',b'bakahia madison',b'',b'no',b'',b'',b'haymarket center haymarket center',b'no',b'bakahia madison',b'haymarket center',b'',b'',b'',b'bakahia madison',b'',b'',b'near west side',b'',b'',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'120 n sangamon',b''
827,0.939396,1724,chapin_dfss_providers_2011_070212.csv,HAYMARKET CENTER WHOLLY INNOCENCE DAY CARE CENTER,34 N SANGAMON ,60607,2267984,,,,,,,HAYMARKET CENTER,NEAR WEST SIDE,,,,,Bakahia Madison,No,No,No,"4343IT(Child Care IT Center), 4343PS(Child Care PS Center),",,,,,,,,,,"b'4343it(child care it center), 4343ps(child care ps center),'",b'1724',b'2267984',b'www.hcenter.org',b'60607',b'',b'',b'no',b'bakahia madison',b'',b'no',b'',b'',b'haymarket center wholly innocence day care center',b'no',b'bakahia madison',b'haymarket center',b'',b'',b'',b'bakahia madison',b'',b'',b'near west side',b'',b'',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'34 n sangamon',b''
1255,,1725,chapin_dfss_providers_2011_070212.csv,HEALING TEMPLE FCCH-EARNESTINE MOORE,4941 W CHICAGO AVE ,60651,2876964,,,,,,,HEALING TEMPLE,AUSTIN,,,,,,No,Yes,No,"5981IP(EHS Collaboration Enhanced Home IP), 5982IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,,1726,chapin_dfss_providers_2011_070212.csv,HEALING TEMPLE FCCH-GLENNER MITCHELL,5412 W POTOMAC AVE ,60651,3784974,,,,,,,HEALING TEMPLE,AUSTIN,,,,,,No,Yes,No,"5608IP(EHS Collaboration Enhanced Home IP), 5608IT(EHS Enhan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,,1727,chapin_dfss_providers_2011_070212.csv,HEALING TEMPLE FCCH-MARY MURPHY,5418 W JACKSON ,60644,2876994,,,,,,,HEALING TEMPLE,AUSTIN,,,,,Lucille Brown,No,Yes,No,"5717IP(EHS Collaboration Enhanced Home IP), 5717IT(EHS Enhan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,,1728,chapin_dfss_providers_2011_070212.csv,HEALING TEMPLE FCCH-ROSIE CRAWFORD,1114 N LARAMIE ,60651,2876964,,,,,,,HEALING TEMPLE,AUSTIN,,,,,Lucille Brown,No,Yes,No,"5715IP(EHS Collaboration Enhanced Home IP), 5715IT(EHS Enhan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,0.937090873718,1729,chapin_dfss_providers_2011_070212.csv,HEALING TEMPLE HEALING TEMPLE,4941 W CHICAGO ,60651,2876964,,,,,,,HEALING TEMPLE,AUSTIN,,,,,Carole  Smoot,Yes,No,No,,,,,,,,,,,b'',b'140',b'2876964',b'',b'60651',b'',b'',b'no',b'carole smoot',b'',b'yes',b'',b'child care',b'healing temple - healing temple',b'no',b'elizabeth lockhart',b'healing temple',b'',b'',b'',b'carole smoot',b'',b'',b'austin',b'',b'',b'',b'extended day',b'cps_early_childhood_portal_scrape.csv',b'',b'4941 w chicago',b''
828,0.934002,1730,chapin_dfss_providers_2011_070212.csv,HEKTOEN INSTITUTE EARLY HEAD START PROGRAM AT STROGER HOSPITAL,1900 W POLK ,60612,8646560,,,,,,,HEKTOEN INSTITUTE,NEAR WEST SIDE,,,,,Grace Ortiz,No,Yes,No,,,,,,,,,,,b'',b'1730',b'8646560',b'',b'60612',b'',b'',b'yes',b'grace ortiz',b'',b'no',b'',b'',b'hektoen institute early head start program at stroger hospital',b'no',b'grace ortiz',b'hektoen institute',b'',b'',b'',b'grace ortiz',b'',b'',b'near west side',b'',b'',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'1900 w polk',b''
380,0.937257319689,1731,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE ALL ABOUT KIDS LEARNING ACADEMY,514 E 75TH ST ,60619,8922800,,,,,,,HENRY BOOTH HOUSE,GREATER GRAND CROSSING,,,,,Tess McKenzie,Yes,No,No,,,,,,,,,,,b'',b'777',b'8922800',b'www.henryboothhouse.org',b'60619',b'',b'',b'no',b'tess mckenzie',b'',b'yes',b'',b'head start',b'henry booth house all about kids learning academy',b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'tess mckenzie',b'',b'',b'greater grand crossing',b'',b'',b'',b'half day/full day',b'dfss_agencysitelies_2012.csv',b'',b'514 e 75th st',b''
829,0.945498,1732,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE ALLISON'S,34 E 115TH STREET ,60628,8404502,,,,,,,HENRY BOOTH HOUSE,ROSELAND,,,,,Allison  Perkins,Yes,No,No,,,,,,,,,,,b'',b'1732',b'8404502',b'www.henryboothhouse.org',b'60628',b'',b'',b'no',b'allison perkins',b'',b'yes',b'',b'',"b""henry booth house allison's""",b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'allison perkins',b'',b'',b'roseland',b'',b'',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'34 e 115th street',b''
386,0.934885561466,1733,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE ALLISON'S INFANT TODDLER,5522 S RACINE ,60636,4363193,,,,,,,HENRY BOOTH HOUSE,WEST ENGLEWOOD,,,,,LaParish Woody,Yes,No,No,,,,,,,,,,,b'',b'792',b'4363193',b'www.henryboothhouse.org',b'60636',b'',b'',b'no',b'laparish woody',b'',b'yes',b'',b'head start',"b""henry booth house allison's infant toddler""",b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'laparish woody',b'',b'',b'west englewood',b'',b'',b'',b'half day/full day',b'dfss_agencysitelies_2012.csv',b'',b'5522 s racine',b''
383,0.938357830048,1734,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE ANGEL WINGS,5365 W NORTH ,60639,7450262,,,,,,,HENRY BOOTH HOUSE,AUSTIN,,,,,Lisa Collins,Yes,No,No,,,,,,,,,,,b'',b'784',b'7450262',b'www.henryboothhouse.org',b'60639',b'',b'',b'no',b'lisa collins',b'',b'yes',b'',b'head start',b'henry booth house angel wings',b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'lisa collins',b'',b'',b'austin',b'',b'',b'',b'half day/full day',b'dfss_agencysitelies_2012.csv',b'',b'5365 w north ave',b''
830,0.937768,1735,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE BRITE NEW MINDS,112 E 51ST STREET ,60615,,,,,,,,HENRY BOOTH HOUSE,GRAND BOULEVARD,,,,,,Yes,No,No,,,,,,,,,,,b'',b'1735',b'',b'www.henryboothhouse.org',b'60615',b'',b'',b'no',b'',b'',b'yes',b'',b'',b'henry booth house brite new minds',b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'',b'',b'',b'grand boulevard',b'',b'',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'112 e 51st street',b''
385,0.93764936924,1736,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE BUNNYLAND LAND  DAY CARE,545 W 119TH STREET ,60628,5685200,,,,,,,HENRY BOOTH HOUSE,WEST PULLMAN,,,,,Ms.  Boykin,Yes,No,No,,,,,,,,,,,b'',b'789',b'5685200',b'www.henryboothhouse.org',b'60628',b'',b'',b'no',b'ms. boykin',b'',b'yes',b'',b'head start',b'henry booth house bunnyland land day care',b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'ms. boykin',b'',b'',b'west pullman',b'',b'',b'',b'half day/full day',b'dfss_agencysitelies_2012.csv',b'',b'545 w 119th st',b''
330,0.937281697989,1737,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE COLOR FOR TOTS,2550 E 73RD ST ,60649,3638687,,,,,,,HENRY BOOTH HOUSE,SOUTH SHORE,,,,,Cassandra Williams,Yes,No,No,,,,,,,,,,,b'',b'650',b'3638687',b'www.henryboothhouse.org',b'60649',b'',b'',b'no',b'cassandra williams',b'',b'yes',b'',b'head start',b'henry booth house color for tots',b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'cassandra williams',b'',b'',b'south shore',b'',b'',b'',b'half day/full day',b'dfss_agencysitelies_2012.csv',b'',b'2550 e 73rd st',b''
831,0.939396,1738,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE GINA'S UNBELIEVABLE,7239 S DOBSON ,60619,3242010,,,,,,,HENRY BOOTH HOUSE,GREATER GRAND CROSSING,,,,,Gina Thomas,Yes,No,No,,,,,,,,,,,b'',b'1738',b'3242010',b'www.henryboothhouse.org',b'60619',b'',b'',b'no',b'gina thomas',b'',b'yes',b'',b'',"b""henry booth house gina's unbelievable""",b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'gina thomas',b'',b'',b'greater grand crossing',b'',b'',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'7239 s dobson',b''
396,0.9372189641,1739,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE GRANNY'S DAY CARE CENTER,645 W 127TH STREET ,60628,2644800,,,,,,,HENRY BOOTH HOUSE,WEST PULLMAN,,,,,Ms. Priscilla Bolling,Yes,No,No,,,,,,,,,,,b'',b'816',b'2644800',b'www.henryboothhouse.org',b'60628',b'',b'',b'no',b'ms. priscilla bolling',b'',b'yes',b'',b'head start',"b""henry booth house granny's day care center""",b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'ms. priscilla bolling',b'',b'',b'west pullman',b'',b'',b'',b'half day/full day',b'dfss_agencysitelies_2012.csv',b'',b'645 w 127th st',b''
337,0.937062799931,1740,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE HEGEWISCH,2725 E 130TH STREET ,60633,,,,,,,,HENRY BOOTH HOUSE,HEGEWISCH,,,,,,Yes,No,Yes,"4358IT(Child Care IT Center), 4358PS(Child Care PS Center),",,,,,,,,,,"b'4358it(child care it center), 4358ps(child care ps center),'",b'664',b'',b'www.henryboothhouse.org',b'60633',b'',b'',b'no',b'',b'',b'yes',b'',b'head start',b'henry booth house hegewisch',b'yes',b'scott perkins',b'henry booth house',b'',b'',b'',b'',b'',b'',b'hegewisch',b'',b'',b'',b'half day/full day',b'dfss_agencysitelies_2012.csv',b'',b'2725 e 130th',b''
291,0.936631053686,1741,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE HIPPITY HOP TINY TOTS,11223 S HALSTED ST ,60628,7853340,,,,,,,HENRY BOOTH HOUSE,ROSELAND,,,,,Ms. Tuggle,Yes,No,No,,,,,,,,,,,b'',b'529',b'7853340',b'www.henryboothhouse.org',b'60628',b'',b'',b'no',b'ms. tuggle',b'',b'yes',b'',b'head start',b'henry booth house hippity hop tiny tots',b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'ms. tuggle',b'',b'',b'roseland',b'',b'',b'',b'half day/full day',b'dfss_agencysitelies_2012.csv',b'',b'11223 s halsted st',b''
403,0.936229050159,1742,chapin_dfss_providers_2011_070212.csv,"HENRY BOOTH HOUSE ITSY BITSY PEOPLE PALACE, INC",7419 S COTTAGE GROVE AVE ,60619,8467396,,,,,,,HENRY BOOTH HOUSE,GREATER GRAND CROSSING,,,,,Ms. Whiting,Yes,No,No,,,,,,,,,,,b'',b'843',b'8467396',b'www.henryboothhouse.org',b'60619',b'',b'',b'no',b'ms. whiting',b'',b'yes',b'',b'head start',"b'henry booth house itsy bitsy people palace, inc'",b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'ms. whiting',b'',b'',b'greater grand crossing',b'',b'',b'',b'half day/full day',b'dfss_agencysitelies_2012.csv',b'',b'7419 s cottage grove ave',b''
832,0.934002,1743,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE JELLY BEAN LEARINING CENTER-8501 S ASHLAND,8501 S ASHLAND ,60620,2395437,,,,,,,HENRY BOOTH HOUSE,AUBURN GRESHAM,,,,,Ms. Donna Taylor,Yes,No,No,,,,,,,,,,,b'',b'1743',b'2395437',b'www.henryboothhouse.org',b'60620',b'',b'',b'no',b'ms. donna taylor',b'',b'yes',b'',b'',b'henry booth house jelly bean learining center-8501 s ashland',b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'ms. donna taylor',b'',b'',b'auburn gresham',b'',b'',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'8501 s ashland',b''
833,0.937588,1744,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE JELLY BEAN-358-370 E 71ST,358 370 E 71ST ,60636,8738888,,,,,,,HENRY BOOTH HOUSE,GREATER GRAND CROSSING,,,,,Donna Taylor,Yes,No,No,,,,,,,,,,,b'',b'1744',b'8738888',b'www.henryboothhouse.org',b'60636',b'',b'',b'no',b'donna taylor',b'',b'yes',b'',b'',b'henry booth house jelly bean-358-370 e 71st',b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'donna taylor',b'',b'',b'greater grand crossing',b'',b'',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'358 370 e 71st',b''
367,0.936559855938,1745,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE JONES ACADEMY,4344 S WENTWORTH AVE ,60609,5363757,,,,,,,HENRY BOOTH HOUSE,FULLER PARK,,,,,Felicia Jones,Yes,No,No,,,,,,,,,,,b'',b'742',b'5363757',b'www.henryboothhouse.org',b'60609',b'',b'',b'no',b'felicia jones',b'',b'yes',b'',b'head start',b'henry booth house jones academy',b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'felicia jones',b'',b'',b'fuller park',b'',b'',b'',b'half day/full day',b'dfss_agencysitelies_2012.csv',b'',b'4344 s wentworth ave',b''
299,0.936731934547,1746,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE KIDS PLACE II,1318 W 95TH STREET ,60643,4456500,,,,,,,HENRY BOOTH HOUSE,WASHINGTON HEIGHTS,,,,,Ms. Porter,Yes,No,No,,,,,,,,,,,b'',b'550',b'4456500',b'www.henryboothhouse.org',b'60643',b'',b'',b'no',b'ms. porter',b'',b'yes',b'',b'head start',b'henry booth house kids place ii',b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'ms. porter',b'',b'',b'washington heights',b'',b'',b'',b'half day/full day',b'dfss_agencysitelies_2012.csv',b'',b'1318 w 95th st',b''
1259,,1747,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE KIDS R FIRST 1155 W 81ST,1155 W 81ST STREET ,60620,7838080,,,,,,,HENRY BOOTH HOUSE,AUBURN GRESHAM,,,,,Wilborn,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,0.934002,1748,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE KIDS R FIRST 7838 S HALSTED,7838 S HALSTED ,60620,4889443,,,,,,,HENRY BOOTH HOUSE,AUBURN GRESHAM,,,,,Ms.  Jones,Yes,No,No,,,,,,,,,,,b'',b'1748',b'4889443',b'www.henryboothhouse.org',b'60620',b'',b'',b'no',b'ms. jones',b'',b'yes',b'',b'',b'henry booth house kids r first 7838 s halsted',b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'ms. jones',b'',b'',b'auburn gresham',b'',b'',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'7838 s halsted',b''
836,0.935009270906,1749,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LAKEVIEW DEVELOPMENT CENTER,1531 W LAWRENCE ,60640,,,,,,,,HENRY BOOTH HOUSE,UPTOWN,,,,,,Yes,No,No,,,,,,,,,,,b'',b'576',b'',b'www.henryboothhouse.org',b'60640',b'',b'',b'no',b'',b'',b'yes',b'',b'head start',b'henry booth house lakeview development center',b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'',b'',b'',b'uptown',b'',b'',b'',b'half day/full day',b'dfss_agencysitelies_2012.csv',b'',b'1531 w lawrence',b''
409,0.936086,1750,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LEARNING TREE,8128 S KEDZIE ,60652,7788802,,,,,,,HENRY BOOTH HOUSE,ASHBURN,,,,,Ms.  Vaughn,No,No,No,,,,,,,,,,,b'',b'857',b'7788802',b'',b'60652',b'',b'',b'no',b'ms. vaughn',b'',b'no',b'',b'head start',b'henry booth house - learning tree',b'no',b'',b'henry booth house',b'',b'',b'',b'',b'',b'',b'ashburn',b'',b'',b'',b'half day/full day',b'cps_early_childhood_portal_scrape.csv',b'',b'8128 s kedzie ave',b''
399,0.93655616045,1751,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LITTLE ANGELS FAMILY DAYCARE,6701 S EMERALD AVE ,60621,4888777,,,,,,,HENRY BOOTH HOUSE,ENGLEWOOD,,,,,NaShone Greer,Yes,No,No,,,,,,,,,,,b'',b'820',b'4888777',b'www.henryboothhouse.org',b'60621',b'',b'',b'no',b'nashone greer',b'',b'yes',b'',b'head start',b'henry booth house little angels family daycare',b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'nashone greer',b'',b'',b'englewood',b'',b'',b'',b'half day/full day',b'dfss_agencysitelies_2012.csv',b'',b'6701 s emerald ave',b''
837,0.937557,1752,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LITTLE FOLKS DAY CARE,2527 E 73RD STREET ,60649,,,,,,,,HENRY BOOTH HOUSE,SOUTH SHORE,,,,,,Yes,No,No,,,,,,,,,,,b'',b'1752',b'',b'www.henryboothhouse.org',b'60649',b'',b'',b'no',b'',b'',b'yes',b'',b'',b'henry booth house little folks day care',b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'',b'',b'',b'south shore',b'',b'',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'2527 e 73rd street',b''
838,0.93502035737,1753,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LITTLE HANDS & FEET,7801 S WOLCOTT ,60620,9948561,,,,,,,HENRY BOOTH HOUSE,AUBURN GRESHAM,,,,,Ms.  Doyle,Yes,No,No,,,,,,,,,,,b'',b'853',b'9948561',b'www.henryboothhouse.org',b'60620',b'',b'',b'no',b'ms. doyle',b'',b'yes',b'',b'head start',b'henry booth house little hands & feet',b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'ms. doyle',b'',b'',b'auburn gresham',b'',b'',b'',b'half day/full day',b'dfss_agencysitelies_2012.csv',b'',b'7801 s wolcott',b''
1260,,1754,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LITTLE HANDS AND FEET II (87TH),1414 W 87TH STREET ,60620,2392322,,,,,,,HENRY BOOTH HOUSE,AUBURN GRESHAM,,,,,Ms. Jackson,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,0.936977297068,1755,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LITTLE LEADERS OF TOMORROW I - MAYFIELD,301 N MAYFIELD AVE ,60644,3788302,,,,,,,HENRY BOOTH HOUSE,AUSTIN,,,,,Ms. Navy,Yes,No,No,,,,,,,,,,,b'',b'683',b'3788302',b'www.henryboothhouse.org',b'60644',b'',b'',b'no',b'ms. navy',b'',b'yes',b'',b'head start',b'henry booth house little leaders of tomorrow i - mayfield',b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'ms. navy',b'',b'',b'austin',b'',b'',b'',b'half day/full day',b'dfss_agencysitelies_2012.csv',b'',b'301 n mayfield ave',b''
839,0.934206,1756,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LIVING WITNESS,4259 N LARAMIE ,60641,,,,,,,,HENRY BOOTH HOUSE,PORTAGE PARK,,,,,,Yes,No,No,,,,,,,,,,,b'',b'1756',b'',b'www.henryboothhouse.org',b'60641',b'',b'',b'no',b'',b'',b'yes',b'',b'',b'henry booth house living witness',b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'',b'',b'',b'portage park',b'',b'',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'4259 n laramie',b''
317,0.935237437487,1757,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LOOP,2001 S MICHIGAN ,60616,2258828,,,,,,,HENRY BOOTH HOUSE,NEAR SOUTH SIDE,,,,,Ms. Gregg,Yes,No,No,,,,,,,,,,,b'',b'615',b'2258828',b'www.henryboothhouse.org',b'60616',b'',b'',b'no',b'ms. gregg',b'',b'yes',b'',b'head start',b'henry booth house loop',b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'ms. gregg',b'',b'',b'near south side',b'',b'',b'',b'half day/full day',b'dfss_agencysitelies_2012.csv',b'',b'2001 s michigan',b''
840,0.939078,1758,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LOVE N LEARN ACADEMY,723 725 E 75TH STREET ,60619,7230338,,,,,,,HENRY BOOTH HOUSE,GREATER GRAND CROSSING,,,,,Ms. Blanton & Ms. Johnson,Yes,No,No,,,,,,,,,,,b'',b'1758',b'7230338',b'www.henryboothhouse.org',b'60619',b'',b'',b'no',b'ms. blanton & ms. johnson',b'',b'yes',b'',b'',b'henry booth house love n learn academy',b'no',b'scott perkins',b'henry booth house',b'',b'',b'',b'ms. blanton & ms. johnson',b'',b'',b'greater grand crossing',b'',b'',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'723 725 e 75th street',b''
