Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Website,canonical_Email Address,canonical_Number per Site EHS,canonical_Center Director,canonical_Head Start Fund,canonical_Progmod,canonical_Purple binder service type,canonical_Length of Day,canonical_NAEYC Program Id,canonical_Address,canonical_Site name,canonical_Ounce of Prevention Description,canonical_NAEYC Valid Until,canonical_Source,canonical_Director,canonical_Column2,canonical_Eearly Head Start Fund,canonical_IDHS Provider ID,canonical_Fax,canonical_Number per Site HS,canonical_Agency,canonical_Zip,canonical_Phone,canonical_Id,canonical_Funded Enrollment,canonical_Executive Director,canonical_Program Name,canonical_ECE Available Programs,canonical_CC fund,canonical_Column,canonical_Neighborhood,canonical_Program Option
129,0.981113016605,1725,chapin_dfss_providers_2011_070212.csv,HEALING TEMPLE FCCH-EARNESTINE MOORE,4941 W CHICAGO AVE ,60651,2876964,,,,,,,HEALING TEMPLE,AUSTIN,,,,,,No,Yes,No,"5981IP(EHS Collaboration Enhanced Home IP), 5982IT(Child Car",,,,,,,,,,b'no',b'',b'',b'',b'',b'yes',b'',b'extended day',b'',b'4941 w chicago ave',b'healing temple - healing temple',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60651',b'2876964',b'1725',b'healing temple',"b'5981ip(ehs collaboration enhanced home ip), 5982it(child car'",b'child care',b'',b'no',b'',b'',b'austin'
1193,,1726,chapin_dfss_providers_2011_070212.csv,HEALING TEMPLE FCCH-GLENNER MITCHELL,5412 W POTOMAC AVE ,60651,3784974,,,,,,,HEALING TEMPLE,AUSTIN,,,,,,No,Yes,No,"5608IP(EHS Collaboration Enhanced Home IP), 5608IT(EHS Enhan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,,1727,chapin_dfss_providers_2011_070212.csv,HEALING TEMPLE FCCH-MARY MURPHY,5418 W JACKSON ,60644,2876994,,,,,,,HEALING TEMPLE,AUSTIN,,,,,Lucille Brown,No,Yes,No,"5717IP(EHS Collaboration Enhanced Home IP), 5717IT(EHS Enhan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,0.986449,1728,chapin_dfss_providers_2011_070212.csv,HEALING TEMPLE FCCH-ROSIE CRAWFORD,1114 N LARAMIE ,60651,2876964,,,,,,,HEALING TEMPLE,AUSTIN,,,,,Lucille Brown,No,Yes,No,"5715IP(EHS Collaboration Enhanced Home IP), 5715IT(EHS Enhan",,,,,,,,,,b'no',b'',b'',b'',b'',b'yes',b'',b'',b'',b'1114 n laramie',b'healing temple fcch-rosie crawford',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'child care',b'lucille brown',b'',b'',b'',b'',b'60651',b'2876964',b'1728',b'healing temple',"b'5715ip(ehs collaboration enhanced home ip), 5715it(ehs enhan'",b'',b'',b'no',b'',b'',b'austin'
1195,,1729,chapin_dfss_providers_2011_070212.csv,HEALING TEMPLE HEALING TEMPLE,4941 W CHICAGO ,60651,2876964,,,,,,,HEALING TEMPLE,AUSTIN,,,,,Carole  Smoot,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,0.434005647898,1730,chapin_dfss_providers_2011_070212.csv,HEKTOEN INSTITUTE EARLY HEAD START PROGRAM AT STROGER HOSPITAL,1900 W POLK ,60612,8646560,,,,,,,HEKTOEN INSTITUTE,NEAR WEST SIDE,,,,,Grace Ortiz,No,Yes,No,,,,,,,,,,,b'no',b'',b'',b'',b'',b'yes',b'',b'',b'',b'1900 w polk',b'hektoen institute early head start program at stroger hospital',b'',b'grace ortiz',b'chapin_dfss_providers_2011_070212.csv',b'',b'early head start',b'grace ortiz',b'',b'',b'',b'',b'60612',b'8646560',b'1730',b'hektoen institute',b'',b'',b'grace ortiz',b'no',b'',b'',b'near west side'
283,0.567001024882,1731,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE ALL ABOUT KIDS LEARNING ACADEMY,514 E 75TH ST ,60619,8922800,,,,,,,HENRY BOOTH HOUSE,GREATER GRAND CROSSING,,,,,Tess McKenzie,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'www.henryboothhouse.org',b'',b'no',b'',"b'8-11 hours, varies by facility'",b'',b'514 e. 75th st.',b'henry booth house all about kids learning academy',b'',b'tess mckenzie',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'tess mckenzie',b'',b'',b'',b'',b'60619',b'8922800',b'777',b'henry booth house',b'',b'community partnerships',b'scott perkins',b'yes',b'',b'',b'greater grand crossing'
1196,,1732,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE ALLISON'S,34 E 115TH STREET ,60628,8404502,,,,,,,HENRY BOOTH HOUSE,ROSELAND,,,,,Allison  Perkins,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.859414751331,1733,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE ALLISON'S INFANT TODDLER,5522 S RACINE ,60636,4363193,,,,,,,HENRY BOOTH HOUSE,WEST ENGLEWOOD,,,,,LaParish Woody,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'www.henryboothhouse.org',b'',b'no',b'',b'half day/full day',b'',b'1312 s racine ave',b'marcy newberry association',b'',b'laparish woody',b'cps_early_childhood_portal_scrape.csv',b'',b'early head start',b'laparish woody',b'',b'',b'',b'',b'60636',b'7466024',b'28',b'henry booth house',b'',b'state pre-kindergarten',b'scott perkins',b'yes',b'',b'',b'west englewood'
439,0.778612,1734,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE ANGEL WINGS,5365 W NORTH ,60639,7450262,,,,,,,HENRY BOOTH HOUSE,AUSTIN,,,,,Lisa Collins,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'',b'',b'no',b'',b'half day/full day',b'',b'5365 w north ave',b'henry booth house - angel wings',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'lisa collins',b'',b'',b'',b'',b'60639',b'7450262',b'784',b'henry booth house',b'',b'head start',b'',b'yes',b'',b'',b'austin'
1197,,1735,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE BRITE NEW MINDS,112 E 51ST STREET ,60615,,,,,,,,HENRY BOOTH HOUSE,GRAND BOULEVARD,,,,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,0.716986224055,1736,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE BUNNYLAND LAND  DAY CARE,545 W 119TH STREET ,60628,5685200,,,,,,,HENRY BOOTH HOUSE,WEST PULLMAN,,,,,Ms.  Boykin,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'www.henryboothhouse.org',b'',b'no',b'',"b'8-11 hours, varies by facility'",b'',b'545 w 119th st',b'henry booth house bunnyland land day care',b'',b'ms. boykin',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'ms. boykin',b'',b'',b'',b'',b'60628',b'5685200',b'403',b'henry booth house',b'',b'community partnerships',b'scott perkins',b'yes',b'',b'',b'west pullman'
384,0.805146992207,1737,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE COLOR FOR TOTS,2550 E 73RD ST ,60649,3638687,,,,,,,HENRY BOOTH HOUSE,SOUTH SHORE,,,,,Cassandra Williams,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'',b'',b'no',b'',b'half day/full day',b'',b'2550 e 73rd st',b'henry booth house - color for tots',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'cassandra williams',b'',b'',b'',b'',b'60649',b'3638687',b'650',b'henry booth house',b'',b'head start',b'',b'yes',b'',b'',b'south shore'
1198,,1738,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE GINA'S UNBELIEVABLE,7239 S DOBSON ,60619,3242010,,,,,,,HENRY BOOTH HOUSE,GREATER GRAND CROSSING,,,,,Gina Thomas,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,0.533695116639,1739,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE GRANNY'S DAY CARE CENTER,645 W 127TH STREET ,60628,2644800,,,,,,,HENRY BOOTH HOUSE,WEST PULLMAN,,,,,Ms. Priscilla Bolling,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'www.henryboothhouse.org',b'',b'no',b'',"b'8-11 hours, varies by facility'",b'',b'645 w 127th st',"b""henry booth house granny's day care center""",b'',b'ms. priscilla bolling',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'ms. priscilla bolling',b'',b'',b'',b'',b'60628',b'2644800',b'2188',b'henry booth house',b'',b'community partnerships',b'scott perkins',b'yes',b'',b'west pullman',b'west pullman'
1199,,1740,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE HEGEWISCH,2725 E 130TH STREET ,60633,,,,,,,,HENRY BOOTH HOUSE,HEGEWISCH,,,,,,Yes,No,Yes,"4358IT(Child Care IT Center), 4358PS(Child Care PS Center),",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,0.790763914585,1741,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE HIPPITY HOP TINY TOTS,11223 S HALSTED ST ,60628,7853340,,,,,,,HENRY BOOTH HOUSE,ROSELAND,,,,,Ms. Tuggle,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'',b'',b'no',b'',b'half day/full day',b'',b'11223 s halsted st',b'henry booth house - hippity hop tiny tots',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'ms. tuggle',b'',b'',b'',b'',b'60628',b'7853340',b'529',b'henry booth house',b'',b'head start',b'',b'yes',b'',b'',b'roseland'
459,0.778925657272,1742,chapin_dfss_providers_2011_070212.csv,"HENRY BOOTH HOUSE ITSY BITSY PEOPLE PALACE, INC",7419 S COTTAGE GROVE AVE ,60619,8467396,,,,,,,HENRY BOOTH HOUSE,GREATER GRAND CROSSING,,,,,Ms. Whiting,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'',b'',b'no',b'',b'half day/full day',b'',b'7419 s cottage grove ave',"b'henry booth house - itsy bitsy people palace, inc'",b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'ms. whiting',b'',b'',b'',b'',b'60619',b'8467396',b'843',b'henry booth house',b'',b'head start',b'',b'yes',b'',b'',b'greater grand crossing'
767,0.655078232288,1743,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE JELLY BEAN LEARINING CENTER-8501 S ASHLAND,8501 S ASHLAND ,60620,2395437,,,,,,,HENRY BOOTH HOUSE,AUBURN GRESHAM,,,,,Ms. Donna Taylor,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'www.henryboothhouse.org',b'',b'no',b'',b'half day/full day',b'',b'8501 s ashland',b'henry booth house jelly bean learining center-8501 s ashland',b'',b'ms. donna taylor',b'dfss_agencysitelies_2012.csv',b'',b'',b'ms. donna taylor',b'',b'',b'',b'',b'60620',b'2395437',b'868',b'henry booth house',b'',b'head start',b'scott perkins',b'yes',b'',b'',b'auburn gresham'
1200,,1744,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE JELLY BEAN-358-370 E 71ST,358 370 E 71ST ,60636,8738888,,,,,,,HENRY BOOTH HOUSE,GREATER GRAND CROSSING,,,,,Donna Taylor,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,0.807635009289,1745,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE JONES ACADEMY,4344 S WENTWORTH AVE ,60609,5363757,,,,,,,HENRY BOOTH HOUSE,FULLER PARK,,,,,Felicia Jones,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'',b'',b'no',b'',b'half day/full day',b'',b'4344 s wentworth ave',b'henry booth house - jones academy',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'felicia jones',b'',b'',b'',b'',b'60609',b'5363757',b'742',b'henry booth house',b'',b'head start',b'',b'yes',b'',b'',b'fuller park'
1201,,1746,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE KIDS PLACE II,1318 W 95TH STREET ,60643,4456500,,,,,,,HENRY BOOTH HOUSE,WASHINGTON HEIGHTS,,,,,Ms. Porter,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,0.992229819298,1747,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE KIDS R FIRST 1155 W 81ST,1155 W 81ST STREET ,60620,7838080,,,,,,,HENRY BOOTH HOUSE,AUBURN GRESHAM,,,,,Wilborn,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'',b'',b'no',b'',b'half day/full day',b'',b'1155 w 81st street',b'henry booth house - accounters/partners',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'wilborn',b'',b'',b'',b'',b'60620',b'9945514',b'536',b'henry booth house',b'',b'head start',b'',b'yes',b'',b'',b'auburn gresham'
768,0.428225,1748,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE KIDS R FIRST 7838 S HALSTED,7838 S HALSTED ,60620,4889443,,,,,,,HENRY BOOTH HOUSE,AUBURN GRESHAM,,,,,Ms.  Jones,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'www.henryboothhouse.org',b'',b'no',b'',b'',b'',b'7838 s halsted',b'henry booth house kids r first 7838 s halsted',b'',b'ms. jones',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'ms. jones',b'',b'',b'',b'',b'60620',b'4889443',b'1748',b'henry booth house',b'',b'',b'scott perkins',b'yes',b'',b'',b'auburn gresham'
361,0.589235275984,1749,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LAKEVIEW DEVELOPMENT CENTER,1531 W LAWRENCE ,60640,,,,,,,,HENRY BOOTH HOUSE,UPTOWN,,,,,,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'www.henryboothhouse.org',b'',b'no',b'',b'half day/full day',b'',b'1531 w lawrence',b'henry booth house lakeview development center',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'',b'',b'',b'',b'',b'60640',b'',b'576',b'henry booth house',b'',b'head start',b'scott perkins',b'yes',b'',b'',b'uptown'
3,0.96842588981,1750,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LEARNING TREE,8128 S KEDZIE ,60652,7788802,,,,,,,HENRY BOOTH HOUSE,ASHBURN,,,,,Ms.  Vaughn,No,No,No,,,,,,,,,,,b'no',b'',b'',b'www.marcy-newberry.org',b'',b'no',b'',"b'8-11 hours, varies by facility'",b'',b'8128 s kedzie',b'marcy newberry association learning tree 1',b'',b'joanne williams',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'ms. vaughn',b'',b'',b'',b'',b'60652',b'7788802',b'1750',b'marcy newberry association',b'',b'community partnerships',b'gertrude ricks',b'no',b'',b'',b'ashburn'
305,0.515424529711,1751,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LITTLE ANGELS FAMILY DAYCARE,6701 S EMERALD AVE ,60621,4888777,,,,,,,HENRY BOOTH HOUSE,ENGLEWOOD,,,,,NaShone Greer,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'www.henryboothhouse.org',b'',b'no',b'',"b'8-11 hours, varies by facility'",b'',b'6701 s. emerald ave.',b'henry booth house little angels family daycare',b'',b'nashone greer',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'nashone greer',b'',b'',b'',b'',b'60621',b'4888777',b'425',b'henry booth house',b'',b'community partnerships',b'scott perkins',b'yes',b'',b'',b'englewood'
1202,,1752,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LITTLE FOLKS DAY CARE,2527 E 73RD STREET ,60649,,,,,,,,HENRY BOOTH HOUSE,SOUTH SHORE,,,,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,0.595324963331,1753,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LITTLE HANDS & FEET,7801 S WOLCOTT ,60620,9948561,,,,,,,HENRY BOOTH HOUSE,AUBURN GRESHAM,,,,,Ms.  Doyle,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'www.henryboothhouse.org',b'',b'no',b'',b'half day/full day',b'',b'7801 s wolcott',b'henry booth house little hands & feet',b'',b'ms. doyle',b'dfss_agencysitelies_2012.csv',b'',b'',b'ms. doyle',b'',b'',b'',b'',b'60620',b'9948561',b'853',b'henry booth house',b'',b'head start',b'scott perkins',b'yes',b'',b'',b'auburn gresham'
208,0.973129123449,1754,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LITTLE HANDS AND FEET II (87TH),1414 W 87TH STREET ,60620,2392322,,,,,,,HENRY BOOTH HOUSE,AUBURN GRESHAM,,,,,Ms. Jackson,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'',b'',b'no',b'',"b'8-11 hours, varies by facility'",b'',b'1414 w 87th st',b'henry booth house - taylor day school',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'ms. jackson',b'',b'',b'',b'',b'60620',b'2392322',b'1754',b'henry booth house',b'',b'community partnerships',b'',b'yes',b'',b'',b'auburn gresham'
398,0.834928333759,1755,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LITTLE LEADERS OF TOMORROW I - MAYFIELD,301 N MAYFIELD AVE ,60644,3788302,,,,,,,HENRY BOOTH HOUSE,AUSTIN,,,,,Ms. Navy,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'',b'',b'no',b'',b'half day/full day',b'',b'301 n mayfield ave',b'henry booth house - little leaders of tomorrow',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'ms. navy',b'',b'',b'',b'',b'60644',b'3788302',b'683',b'henry booth house',b'',b'head start',b'',b'yes',b'',b'',b'austin'
769,0.428225,1756,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LIVING WITNESS,4259 N LARAMIE ,60641,,,,,,,,HENRY BOOTH HOUSE,PORTAGE PARK,,,,,,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'www.henryboothhouse.org',b'',b'no',b'',b'',b'',b'4259 n laramie',b'henry booth house living witness',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'',b'',b'',b'',b'',b'60641',b'',b'1756',b'henry booth house',b'',b'',b'scott perkins',b'yes',b'',b'',b'portage park'
224,0.428224980831,1757,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LOOP,2001 S MICHIGAN ,60616,2258828,,,,,,,HENRY BOOTH HOUSE,NEAR SOUTH SIDE,,,,,Ms. Gregg,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'www.henryboothhouse.org',b'',b'no',b'',b'',b'',b'2001 s michigan',b'henry booth house loop',b'',b'ms. gregg',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'ms. gregg',b'',b'',b'',b'',b'60616',b'2258828',b'1757',b'henry booth house',b'',b'',b'scott perkins',b'yes',b'',b'',b'near south side'
1203,,1758,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LOVE N LEARN ACADEMY,723 725 E 75TH STREET ,60619,7230338,,,,,,,HENRY BOOTH HOUSE,GREATER GRAND CROSSING,,,,,Ms. Blanton & Ms. Johnson,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,,1759,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE NEAR SOUTH,2929 S WABASH ,60616,7910424,,,,,,,HENRY BOOTH HOUSE,DOUGLAS,,,,,Ms. Newsome,Yes,No,No,7013PS(HS Collaboration with Childcare),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,0.428225,1760,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE NEW PISGAH,8130 S RACINE ,60620,8735392,,,,,,,HENRY BOOTH HOUSE,AUBURN GRESHAM,,,,,Mr. S. Smith,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'www.henryboothhouse.org',b'',b'no',b'',b'',b'',b'8130 s racine',b'henry booth house new pisgah',b'',b'mr. s. smith',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'mr. s. smith',b'',b'',b'',b'',b'60620',b'8735392',b'1760',b'henry booth house',b'',b'',b'scott perkins',b'yes',b'',b'',b'auburn gresham'
368,0.801597,1761,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE NICO'S,1855 W 95TH STREET ,60643,2380117,,,,,,,HENRY BOOTH HOUSE,BEVERLY,,,,,Ms.  Watts,No,No,No,,,,,,,,,,,b'no',b'',b'',b'',b'',b'no',b'',b'half day/full day',b'',b'1855 w 95th st',"b""henry booth house - nico's""",b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'ms. watts',b'',b'',b'',b'',b'60643',b'2380117',b'605',b'henry booth house',b'',b'head start',b'',b'no',b'',b'',b'beverly'
771,0.846295,1762,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE NORTH KENWOOD DAY CARE CENTER,857 E PERSHING ,60653,,,,,,,,HENRY BOOTH HOUSE,OAKLAND,,,,,,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'www.henryboothhouse.org',b'',b'no',b'',b'',b'',b'857 e pershing',b'henry booth house north kenwood day care center',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'',b'',b'',b'',b'',b'60653',b'',b'1762',b'henry booth house',b'',b'',b'scott perkins',b'yes',b'',b'',b'oakland'
1205,,1763,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE PATTI CAKE,939 W 87TH STREET ,60620,8749460,,,,,,,HENRY BOOTH HOUSE,AUBURN GRESHAM,,,,,Ms. Harris,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,0.683291912079,1764,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE PINK'S CHILD CARE ACADEMY,8236 S KEDZIE ,60652,8637465,,,,,,,HENRY BOOTH HOUSE,ASHBURN,,,,,Ms.  Jones,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'www.henryboothhouse.org',b'',b'no',b'',"b'8-11 hours, varies by facility'",b'',b'8236 s kedzie',"b""henry booth house pink's child care academy""",b'',b'ms. jones',b'dfss_agencysitelies_2012.csv',b'',b'',b'ms. jones',b'',b'',b'',b'',b'60652',b'8637465',b'459',b'henry booth house',b'',b'community partnerships',b'scott perkins',b'yes',b'',b'',b'ashburn'
1206,,1765,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE PRECIOUS LITTLE ONES,5327 S MICHIGAN AVE ,60615,,,,,,,,HENRY BOOTH HOUSE,WASHINGTON PARK,,,,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,0.473339,1766,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE PRODIGY CHILD LEARNING CENTER,1921 E 79TH STREET ,60649,2213100,,,,,,,HENRY BOOTH HOUSE,SOUTH CHICAGO,,,,,Shonzette Cheeks,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'',b'',b'no',b'',b'',b'',b'301 e 79th st',b'chicago youth centers just like home',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'shonzette cheeks',b'',b'',b'',b'',b'60619',b'7830955',b'1610',b'chicago youth centers',b'',b'',b'',b'no',b'',b'',b'chatham'
472,0.92156368494,1767,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE THE WORLD IS YOURS,8026 S COTTAGE GROVE AVE ,60619,,,,,,,,HENRY BOOTH HOUSE,CHATHAM,,,,,,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'',b'',b'no',b'',b'half day/full day',b'',b'8939 s cottage grove ave',b'henry booth house - tots express',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60619',b'',b'878',b'henry booth house',b'',b'head start',b'',b'yes',b'',b'',b'chatham'
1207,,1768,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE WEE CARE NURSERY,1845 E 79TH STREET ,60649,2214442,,,,,,,HENRY BOOTH HOUSE,SOUTH CHICAGO,,,,,Ms. Williams-Morgan,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,0.643253609538,1769,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE WEE WEE CENTER FOR CREATIVE,2434 W 71ST STREET ,60629,4710869,,,,,,,HENRY BOOTH HOUSE,CHICAGO LAWN,,,,,Ms. Duckery,Yes,No,No,,,,,,,,,,,b'no',b'05/31/15',b'',b'www.henryboothhouse.org',b'',b'no',b'weeweecenter@sbcglobal.net',"b'8-11 hours, varies by facility'",b'',b'2434 w 71st st',b'henry booth house wee wee center for creative',b'723603',b'ms. duckery',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'ms. duckery',b'',b'',b'',b'',b'60629',b'4710869',b'299',b'henry booth house',b'',b'community partnerships',b'scott perkins',b'yes',b'',b'',b'chicago lawn'
772,0.713050961494,1770,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE WEST AUSTIN,4920 W MADISON ,60644,,,,,,,,HENRY BOOTH HOUSE,AUSTIN,,,,,,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'www.henryboothhouse.org',b'',b'no',b'',b'',b'',b'4920 w madison',b'henry booth house west austin',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'',b'',b'',b'',b'',b'60644',b'9214960',b'2217',b'henry booth house',b'',b'',b'scott perkins',b'yes',b'',b'austin',b'austin'
286,0.975132137537,1771,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE WHIZ KIDS NURSERY 518 W 103 RD ST,518 W 103RD STREET ,60628,2339445,,,,,,,HENRY BOOTH HOUSE,WASHINGTON HEIGHTS,,,,,Ms. Craft,Yes,No,No,,,,,,,,,,,b'no',b'',b'',b'',b'',b'yes',b'',b'',b'',b'518 w 103rd street',b'whiz kids nursery center',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'early head start',b'diana ross',b'',b'',b'',b'',b'60628',b'2339445',b'1771',b'easter seals society of metropolitan chicago',b'',b'',b'',b'no',b'',b'',b'washington heights'
1208,,1772,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE YOUNG ACHIEVERS ACADEMY,520 E 79TH STREET ,60619,,,,,,,,HENRY BOOTH HOUSE,GREATER GRAND CROSSING,,,,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,,1773,chapin_dfss_providers_2011_070212.csv,HOME OF LIFE COMMUNITY DEV. CORP. HLCDC DEV. II,4650 W MADISON ,60644,6268655,,,,,,,HOME OF LIFE COMMUNITY DEV. CORP.,AUSTIN,,,,,Dorietta Sceanior,Yes,No,Yes,"2114IT(Child Care IT Center), 7199PS(HS Collaboration with C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
